File,Zero_Crossing_Rate,RMS_Energy,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,MFCC_1_mean,MFCC_1_std,MFCC_2_mean,MFCC_2_std,MFCC_3_mean,MFCC_3_std,MFCC_4_mean,MFCC_4_std,MFCC_5_mean,MFCC_5_std,MFCC_6_mean,MFCC_6_std,MFCC_7_mean,MFCC_7_std,MFCC_8_mean,MFCC_8_std,MFCC_9_mean,MFCC_9_std,MFCC_10_mean,MFCC_10_std,MFCC_11_mean,MFCC_11_std,MFCC_12_mean,MFCC_12_std,MFCC_13_mean,MFCC_13_std,Spectral_Contrast_1,Spectral_Contrast_2,Spectral_Contrast_3,Spectral_Contrast_4,Spectral_Contrast_5,Spectral_Contrast_6,Spectral_Contrast_7,Species
Greater_Prairie_Chicken_2_segment.wav,0.21721038464327147,0.0028215032,2723.0102784708047,1575.7768516164897,4086.462374021172,-577.9596,59.682003,8.2449255,23.1815,-141.59589,26.638094,-21.75524,17.679842,-33.39314,11.652708,3.9964263,10.961248,-9.400452,17.315817,7.3666778,13.081786,-10.16244,11.035833,-4.3677516,10.331268,-9.349403,10.588329,5.1902075,11.751606,3.597723,11.322304,26.861876142642632,19.98246204989669,16.337019259128798,17.702007449785892,19.661140328166685,22.316084561043994,54.450826612628056,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_30_segment.wav,0.22999162946428572,0.03878805,3028.816316293167,1893.5014313392596,5017.2978515625,-356.97528,96.84923,-9.7892885,16.405897,-110.17462,45.773834,-31.991339,21.235807,-33.476444,23.54251,14.184748,12.517011,0.30459717,12.276506,20.832754,11.607765,-0.6365059,9.99232,7.2369657,10.627457,-3.7509074,9.192083,3.880628,7.7699375,-1.0249342,7.9450207,26.063761356440693,15.204876223159014,21.334314366523177,15.565039859013899,19.569451074520824,16.54710869991768,58.16250788877151,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_3_segment.wav,0.21009235426334108,0.011958252,3129.77958920384,2096.85717398146,5350.451405253045,-437.03793,68.680244,11.414847,20.362036,-65.6626,32.09834,-27.243452,23.773628,-20.89552,19.251112,8.849867,11.777376,4.696709,10.673619,7.7863297,9.072072,4.102614,8.835297,-3.3355167,11.720844,-6.326791,10.696246,1.3769556,9.266449,0.84127045,9.358812,26.79033702407123,26.59273471261436,22.5280034045013,17.62430661447719,17.815154858532633,16.474104615216824,56.05497089637244,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_4_segment.wav,0.20699613000290024,0.0038331659,2988.8914371163064,1955.2347470746547,5047.6376137434745,-536.9991,60.592106,-1.0785213,23.672752,-107.83435,25.053259,-35.41006,22.474304,-38.100174,14.217667,22.774168,12.811154,-3.6123118,13.48803,10.126337,10.553509,1.0397302,10.879078,1.1565369,9.447522,-3.030372,8.832281,6.387878,10.679023,-3.1719363,9.164144,26.86658843519331,21.06391897253232,23.266725387539786,18.893956300842103,19.98288137419791,17.52259107194625,56.70907453086574,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_5_segment.wav,0.3052720780162413,0.0035833234,3783.727690687233,1933.7921635453235,5751.813324753481,-511.43744,38.848545,-34.421436,20.524433,-101.56061,22.683554,-11.657099,22.24895,-55.271816,15.048182,2.675926,13.269787,-10.314893,12.505654,8.744755,9.976385,-5.033457,9.731773,8.054833,9.619626,-5.4519286,11.148857,10.70373,8.756326,-7.8153315,10.041121,26.52646346637325,20.206770160364236,18.302848767460823,15.382772709194526,18.414323197949475,19.301225607176875,57.21261991137228,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_6_segment.wav,0.21829004132830626,0.0053409333,2852.7549989075164,1504.0702064394034,4137.422622716067,-553.0225,66.062515,-6.797821,31.720295,-130.53638,34.385277,-8.469785,32.223907,-19.892988,25.79954,29.995186,19.339375,2.091494,17.185532,0.37285385,17.648348,-4.7701635,16.06034,-16.808918,12.734759,-22.267859,12.289329,1.4620347,16.133898,5.6310167,12.869412,26.846094587307732,24.316925116371,18.032284809243855,21.206820876019243,21.35021431729553,20.687953845072272,56.824104747911434,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_7_segment.wav,0.25425405126160094,0.0012124762,3313.6393640688466,1810.4566957466147,5167.868827943736,-621.9997,53.178596,-34.835083,25.87026,-132.31793,28.359133,-9.003434,26.11285,-37.986332,22.734352,26.973448,13.633939,-11.404698,15.32072,3.0158267,13.181724,-13.924436,11.9138155,-7.831611,13.563986,-17.527184,12.528527,2.7201152,11.837052,-3.3927743,10.6278105,27.00719279326662,22.36350899122404,17.943179233142107,19.101885985719274,17.888442788606856,18.256237016121606,56.94430347638902,Greater Prairie Chicken_filtered
Greater_Prairie_Chicken_9_segment.wav,0.21801587877030162,0.0010288183,3138.563771518793,2105.0142383664106,5334.1641100819315,-652.59875,50.650887,-6.783044,23.760138,-104.54589,30.748074,-30.712107,23.500668,-23.91421,16.319912,4.7805023,14.450063,-15.579652,12.904972,10.0599575,12.552116,-12.677941,10.233383,-10.620557,12.043633,-25.836218,12.814144,0.39570934,13.833553,2.438841,14.519709,26.684125865971108,22.636763385848685,16.72273695696881,17.47759577609156,18.722109068418547,15.59043920599022,52.992282037471504,Greater Prairie Chicken_filtered
Magpie_Goose_10_segment.wav,0.25658896461716935,0.01954157,3092.530769366515,1657.0091304122295,4641.479435542344,-382.90945,29.018587,-15.965294,17.666225,-149.98985,16.281143,-21.109764,20.369402,-63.72263,12.13582,35.43373,12.17094,5.612633,8.578708,0.48720688,13.162498,-2.416786,8.879916,5.2913613,12.354161,-4.767024,11.520184,9.136769,8.797961,-3.3847651,11.109589,26.962277184213395,20.267302924994226,19.88156728209848,19.748674683338617,19.67211176892323,25.39753991548841,63.674904384217456,Magpie Goose_filtered
Magpie_Goose_11_segment.wav,0.22753113217807425,0.018529395,2822.8230447566316,1459.9791687458344,3989.213232761746,-472.4749,50.290092,3.8836064,22.210516,-128.90434,38.705822,-24.659275,27.835558,-32.133076,9.545876,26.317383,7.307618,32.881554,6.913343,-7.8298388,5.2402835,5.8512735,7.037992,-10.719703,7.421581,-21.209732,5.279233,31.235018,7.8812966,-11.393616,7.389918,26.810519294780644,14.928845187513955,26.22541443922348,24.2813476843614,22.200117735671583,31.102044820596344,56.8951244878764,Magpie Goose_filtered
Magpie_Goose_12_segment.wav,0.21210325732308585,0.0049334555,2965.142627081904,1855.944352551014,4958.257334414879,-471.8147,33.289585,-19.820139,21.243336,-152.27702,15.141808,-40.775486,11.939955,-54.278286,8.979648,16.472876,7.0010386,-5.980462,7.166784,18.016634,7.007564,-5.6829967,7.5602307,19.895206,7.3671675,-0.18018842,6.9533625,13.185985,7.53252,2.5527647,7.1297455,26.652611129904983,14.573507296964861,22.455545046992857,15.750475632835196,16.776041174587498,17.8644964169028,59.542232465460884,Magpie Goose_filtered
Magpie_Goose_13_segment.wav,0.18249936557424595,0.0045244917,2643.271767306729,1766.0759614287795,4568.086685216067,-496.14957,29.057068,11.855727,13.021315,-136.6868,12.710712,-41.971794,12.22057,-46.029366,8.191872,12.108111,7.29018,-6.785553,9.229749,17.070486,7.663532,2.6726844,7.212176,14.908058,7.574261,4.907863,5.810062,-0.64107007,5.4735975,8.056896,6.9835367,26.670182899041322,15.620009542560801,21.542856332705693,13.368669541628794,18.474648055807258,18.48016433381582,59.96236224772659,Magpie Goose_filtered
Magpie_Goose_14_segment.wav,0.3244736532047564,0.025877869,3997.868244019078,2001.362310669735,6671.645813696346,-328.7062,21.313906,-79.51939,13.102076,-165.73976,15.906114,-18.401567,11.927578,-69.86994,9.334023,26.307272,7.6816697,-22.738367,8.735562,16.681053,7.9807076,-23.987398,7.4853473,42.62517,7.4417753,-17.359823,8.589538,28.959185,7.654056,2.7083437,7.8351045,26.850092085786812,18.115768791325294,24.831075615980144,20.720861510339443,18.8489438867179,23.1720574010183,67.57785213501833,Magpie Goose_filtered
Magpie_Goose_15_segment.wav,0.3054771334831787,0.011924107,3696.141524206422,1828.7720183900883,5870.370844511311,-381.32922,20.689331,-74.65358,11.691529,-163.35243,13.293079,-20.129608,13.711543,-69.44206,8.889641,14.288702,7.7398224,-21.001722,7.7752976,21.144762,6.6174307,-7.3371134,7.122943,13.700887,7.454667,3.0082152,6.6051574,13.579228,7.7224245,7.753422,6.9666862,26.761113951096014,15.65221609484457,21.955356978025282,17.5945721496986,16.25038658591685,17.587539874396192,63.33148498957688,Magpie Goose_filtered
Magpie_Goose_16_segment.wav,0.3462720258956386,0.0016973652,4264.049315063777,2211.001290352636,6750.457934798481,-598.43866,65.56441,-53.55535,23.770027,-93.187164,25.769707,-19.38727,14.717474,-45.846485,15.498256,26.458176,10.309801,-3.3932493,11.992611,22.221676,9.608476,-6.2475386,9.200837,5.574536,9.193521,-1.9073845,9.9889145,10.978363,5.9004164,-8.110692,7.334726,26.40406287569349,10.77289060728022,18.4404599159686,15.505630046040974,16.958648836142135,15.45538066119717,56.78030693868416,Magpie Goose_filtered
Magpie_Goose_17_segment.wav,0.1923449093892694,0.0015176056,2955.135472203387,1993.983860313704,5051.305985124144,-571.07336,22.534775,-35.408386,10.73858,-154.7688,10.944478,-55.32405,8.005037,-40.6804,10.472228,13.101039,9.43764,-8.984275,7.1855793,14.9737625,6.3695273,-1.6989406,7.3581033,15.476696,7.2569065,5.740628,5.2241817,16.97931,5.847582,3.6254385,4.8644543,26.552326692553287,10.658802882308615,22.24521890476169,17.71347890378327,18.32468003086402,17.18084111154776,54.37404300659562,Magpie Goose_filtered
Magpie_Goose_18_segment.wav,0.3128987819025522,0.0067433957,3748.826955004324,1760.1609656710068,5550.170615211717,-517.1263,61.979298,-43.748837,22.43373,-117.32644,24.487642,2.2279124,17.681366,-43.284416,21.977764,25.157732,14.924144,-0.72677344,14.551621,24.031761,13.8115835,-4.141912,8.765746,0.7743993,9.350584,7.3793755,11.479527,1.2252549,11.047431,0.4970225,6.015381,26.870324517237275,11.916074207774605,20.518361810686674,16.043097282549457,17.8114140198827,18.703357549357257,58.08506155581897,Magpie Goose_filtered
Magpie_Goose_19_segment.wav,0.47633252066415316,0.01148569,5212.860300757404,2683.6937311062266,8128.909082257831,-341.0327,17.466837,-106.89742,6.3123584,-114.35753,13.185091,-79.29464,6.959607,-56.244244,5.7124276,-3.8751872,4.741913,-8.781253,5.5835915,20.446255,5.428096,-5.159037,5.8896747,18.238325,5.010329,-3.5244582,4.8522625,16.090868,4.159869,-2.8450625,3.759085,26.44851453173433,16.826916855063878,21.615874071415316,13.874087320311807,14.235129570909312,14.667748747813498,55.340083112343834,Magpie Goose_filtered
Magpie_Goose_1_segment.wav,0.39599837543808414,0.0027631773,4125.216701120139,2261.3532120516156,6704.121299101927,-566.0853,57.574696,-39.53515,17.496971,-107.91828,27.103632,-24.649132,7.979083,-52.52967,11.560275,2.8686762,8.431074,-9.586234,9.629117,28.400053,8.173501,-7.890308,8.669804,23.035147,6.843376,-6.7490964,6.815167,21.984127,8.04377,-7.649089,8.849902,26.78201552032973,13.515089863915927,20.37255815283835,16.792852634245627,17.06953232713226,18.872717684061218,65.1292712274469,Magpie Goose_filtered
Magpie_Goose_20_segment.wav,0.2643504839762181,0.021687115,3435.1655194591426,1776.3811098828673,5410.654444152407,-333.05484,26.297668,-65.98912,15.983088,-174.60718,14.607674,-16.936682,11.241715,-68.285675,11.018758,11.482227,8.719405,-22.524017,8.189741,25.582502,8.233781,-14.264776,6.4181433,18.701982,7.2843475,-0.64344406,7.905568,15.124594,6.771529,-5.4565167,6.42076,26.354138579002363,17.0833919459857,21.61759112995816,16.514735754851465,18.19492886080268,17.701710330370478,61.753636206068805,Magpie Goose_filtered
Magpie_Goose_21_segment.wav,0.3218686769334532,0.00895834,4204.971077860546,2817.792292713377,7911.748082003148,-382.11536,29.633936,-50.91697,18.836899,-108.00413,24.142012,-63.288162,13.521011,-33.328842,12.666637,-11.19711,13.724401,-0.31075007,12.212904,-1.4030138,11.979059,-5.5311084,8.523312,2.683772,8.495826,-3.4378798,7.613972,7.526657,5.9557548,-3.7625833,5.8838086,26.18410549212161,15.726282856145,18.25766061620111,16.127904137276612,17.07137949018094,16.367982599099825,53.87805981688004,Magpie Goose_filtered
Magpie_Goose_22_segment.wav,0.30711644431554525,0.0060066083,3993.8741908222382,2359.4310734254454,6850.656177494199,-426.28726,33.728836,-55.901276,10.332013,-112.0927,18.83662,-31.397608,8.434552,-25.07376,7.910401,24.401052,6.5432773,3.843963,4.647312,26.564829,5.2370806,-6.3440676,5.6074514,9.280906,4.602352,-6.546534,5.5366883,3.133792,4.8792186,-6.9206877,3.9049025,26.710591576887982,13.91395063442743,22.593181314645335,15.350570423678723,14.219412452163304,14.200139808412837,56.21360017037133,Magpie Goose_filtered
Magpie_Goose_23_segment.wav,0.19712649828767123,0.0018996081,2851.800614399743,1830.23022202186,4577.958984375,-561.7422,24.010857,-15.920612,11.510307,-147.08467,13.1792145,-37.82638,10.937239,-43.97355,8.273327,3.4664445,7.8722177,0.3424222,8.479542,24.621073,6.959779,0.7987964,7.440075,16.55736,8.522716,1.7471777,6.121864,12.093292,6.596643,-3.1393733,5.3429246,26.78036657403546,12.45452996140667,22.02908022160975,15.531656844984044,17.718339391354345,19.022665723488565,55.46113609060659,Magpie Goose_filtered
Magpie_Goose_24_segment.wav,0.1738162570529514,0.0012560169,2615.3563340229407,1801.1969299135042,4392.362213134766,-564.5349,18.064156,1.1115518,10.174974,-158.54279,9.422606,-51.65829,7.988568,-66.85302,8.281778,-4.5782156,5.5424848,-16.36437,6.0891223,15.8273115,5.342075,-7.7335443,4.64185,13.169512,4.675187,-4.6066794,5.7744884,16.607897,5.2289963,-1.4615018,4.7361345,26.560789272040672,13.250003243547138,19.577670568662857,13.889243858293526,15.364826431807892,18.046334273448753,55.96029142102129,Magpie Goose_filtered
Magpie_Goose_25_segment.wav,0.22863797853828308,0.021356924,3224.728103656291,2200.6106894483614,5660.509545841793,-310.3626,30.210087,-30.482962,12.023946,-134.5983,15.744911,-55.332157,9.723021,-52.470108,8.927098,-13.758722,9.492715,-14.91783,9.957156,18.146238,7.4113984,3.0571475,7.2369046,14.652509,9.257709,-3.3394477,6.8055387,12.6058655,7.9618015,0.5590973,6.756649,26.362950368563297,18.19279250275202,23.626208700371713,15.974005458273497,18.01104745071625,19.090584008920676,55.08780019691259,Magpie Goose_filtered
Magpie_Goose_26_segment.wav,0.38920659221902015,0.049349662,4468.346258267675,1728.0763903301229,6128.647475009006,-295.646,24.707676,-121.79529,20.869926,-127.81833,15.4895935,-3.0658078,11.422556,-69.911156,11.576277,14.295709,10.943069,1.3820715,11.158724,14.071011,11.416054,0.82481027,11.643334,21.419775,12.035284,-16.887413,10.658281,11.639487,10.889019,-6.0408983,8.634583,26.51462708715294,16.0883463502252,20.703861646997712,15.477320670110716,18.175303326595234,21.447569081513496,61.31584219593089,Magpie Goose_filtered
