File,Species,Chroma_Mean,Spectral_Centroid,Spectral_Bandwidth,Spectral_Contrast,Spectral_Flatness,Zero_Crossing_Rate,RMS_Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
Magpie_Goose_19_segment.wav,Magpie Goose,0.5087203,7883.354018428919,4553.1918949295805,"[10.188230517944252, 10.038534875191548, 11.309582068880825, 13.82547669170305, 13.382643619094866, 14.585646561382807, 45.66183928757713]",0.016539006,0.3158041119852088,0.018700268,-263.74496,36.586998,-37.741867,18.631443,-72.00095,18.922888,-52.041782,12.827262,-30.891287,6.7035017,-26.267084,9.647918,-23.136755
Magpie_Goose_1_segment.wav,Magpie Goose,0.4457601,3513.471131668508,3347.8843944248238,"[11.468046025584714, 8.768017123360083, 12.11082604518317, 16.930926493724403, 17.125410463967224, 18.727685791918205, 34.77630180973503]",0.002332133,0.1223608686895811,0.0035286269,-524.18536,131.27902,-38.493313,48.43658,-18.337809,-0.28108874,-15.915498,-14.054314,3.7495534,-9.871689,-4.3255224,-1.9284809,-3.6829822
Magpie_Goose_20_segment.wav,Magpie Goose,0.4679648,3304.3384866581946,3037.795881624296,"[19.939714043247868, 8.160238985869066, 11.73202455559248, 14.371945668138853, 18.559386805461244, 17.42578021825211, 40.256916984711275]",0.0006389548,0.10103882096215352,0.026567187,-279.5755,147.75302,-80.19161,50.224533,-1.5836378,16.15995,-10.160154,15.707323,-12.986731,18.823416,-14.179625,8.441661,6.2641134
Magpie_Goose_2_segment.wav,Magpie Goose,0.44525322,4979.519525817404,3228.054797161021,"[18.457248679086216, 10.114248752162611, 13.593647503156754, 16.530032903293332, 17.855709413608196, 18.81216781424607, 45.82692604131301]",0.0010343468,0.19480808152318763,0.02033311,-307.41885,105.53291,-69.58536,68.43893,-49.810593,9.276944,2.6661465,5.0358567,-12.9491415,13.305611,-22.143366,5.857501,13.017536
Magpie_Goose_3_segment.wav,Magpie Goose,0.5054625,5357.031559021601,5488.12950524287,"[18.980265571721482, 10.855022263229536, 16.408199426341813, 13.57325629632537, 17.131024456802418, 15.805641046491987, 36.080532036603365]",0.002587651,0.09674319529584222,0.0072758896,-438.82727,90.64713,0.56420404,72.87855,5.251674,40.9057,-21.69242,42.697567,-18.899832,14.4214525,-20.421408,-7.6054645,-10.396277
Magpie_Goose_4_segment.wav,Magpie Goose,0.45115563,4773.852098571752,4201.166231487038,"[13.594178290045287, 8.343072178763752, 11.478218406203515, 13.573353936519974, 15.2833543418955, 18.339860106345906, 36.0962069758288]",0.007910721,0.16012126169386942,0.009287267,-353.58615,97.136086,-46.550365,32.50706,-22.398653,22.892506,-21.952454,27.23587,-18.88523,9.920652,-10.49376,10.366364,-5.5168424
Magpie_Goose_5_segment.wav,Magpie Goose,0.43302664,3394.8828427137896,3390.1394757028625,"[17.60920153804617, 12.266596275888475, 14.249427925276413, 16.02262462895664, 18.518627169512566, 17.503801675071568, 36.42159930592175]",0.0013276173,0.09071359858075694,0.011887332,-369.81335,136.6927,-65.81468,34.97714,-21.048449,4.293624,-12.232315,16.674711,-21.434982,8.132579,-17.015142,4.704361,7.813548
Magpie_Goose_6_segment.wav,Magpie Goose,0.3014545,2909.171179780103,2024.541429564473,"[15.02172682285766, 10.534726980101292, 14.064631088980322, 15.875431969928304, 19.274565221327407, 26.86019637977278, 27.80642472604726]",0.00045272487,0.11101475046641791,0.013257249,-456.69025,121.645905,-71.7319,10.797822,36.74842,-14.0337715,-19.37239,17.266235,2.3773084,-21.23135,-9.754862,-3.9741094,-4.3017197
Magpie_Goose_7_segment.wav,Magpie Goose,0.6715799,1915.2135002726245,2662.9085618859995,"[14.2381277130741, 9.68412323173598, 11.69224453840953, 14.018930807682382, 16.29365097033366, 16.32664388650145, 36.09939057844742]",0.00018549574,0.025424150401439645,0.033077378,-331.044,136.1929,-8.063676,30.33904,16.405994,5.021029,14.39655,6.1551,9.7149515,6.079991,6.7212653,9.099195,5.8133154
Magpie_Goose_8_segment.wav,Magpie Goose,0.4065859,2293.6910016157017,2010.4575345406024,"[9.207175462235446, 10.144519006434308, 13.671806465592613, 15.092709570199293, 20.17438423783544, 20.305765486936586, 37.25799172088679]",8.875802e-05,0.0754540286847015,0.03679092,-282.37173,194.12373,-98.0811,6.8565693,-7.408681,1.1107125,7.9784975,2.7423942,-6.4525347,-3.9996433,-0.29761374,5.8574967,5.0622554
Magpie_Goose_9_segment.wav,Magpie Goose,0.37008634,3511.2219243671225,3295.6478638773237,"[9.45706507457441, 10.83720211166876, 15.08515928711619, 17.15842120328306, 20.907150432843196, 26.901655518520418, 36.648857992175344]",0.0005156343,0.1212728211620469,0.01491883,-374.44882,138.29315,-66.19672,20.525694,-4.5535507,6.3907533,13.228844,23.96642,-17.307968,3.6244783,3.7976756,15.449555,-10.395242
King_Penguin_10_segment.wav,penguin,0.5207595,2242.5813605808826,2516.7090695331144,"[8.309259199188094, 13.440559317297117, 15.145756650976946, 15.549300823032786, 16.880517901288577, 18.704536457971393, 27.68542151712307]",0.0013000973,0.053630251365938165,0.029780503,-444.59882,100.144844,-31.6049,-8.603376,4.9525356,1.5051893,-1.9598534,-0.48702568,-0.4877132,-5.894704,-7.8894176,-3.815486,-3.536671
King_Penguin_11_segment.wav,penguin,0.65141135,1129.3555702231888,1972.7206099403834,"[16.52282034074242, 9.734711161846864, 14.34699328248471, 17.576795620404315, 19.103346518501485, 17.961011832126346, 36.155932418166024]",1.34113e-05,0.013941234546703297,0.117208526,-327.62143,135.35023,-3.671914,18.265764,15.286933,11.569701,19.194874,12.658947,20.568295,19.057032,5.054171,4.671246,8.603221
King_Penguin_12_segment.wav,penguin,0.29633117,2140.626534445175,1859.009459056721,"[11.217793461208236, 9.30473054943903, 19.33408242012432, 19.210466822054958, 22.271572421354712, 21.36861686932194, 34.31965361962869]",7.663648e-05,0.07078152189675174,0.040657673,-346.68793,155.21112,-63.989323,29.618155,13.783217,1.3683951,4.7297416,-10.885657,-9.903309,-4.7279344,-5.7649736,-13.994942,-9.704945
King_Penguin_13_segment.wav,penguin,0.3278046,2143.692591936626,1991.1453459754011,"[16.963715417372445, 8.866664753711387, 17.42605204543532, 15.733683251640231, 18.63628110445565, 20.77462926457965, 32.34934706770365]",0.00019100761,0.06575369779582367,0.042249702,-345.62152,144.69817,-55.536762,0.28682828,26.107014,20.162699,0.29782036,-11.013989,-12.466084,-7.320487,-6.966874,-17.760168,-9.703747
King_Penguin_14_segment.wav,penguin,0.44151822,1978.5617080016884,2313.0803412156156,"[13.862969970059414, 8.651673808779607, 14.594131863210915, 17.331520803548283, 16.800144642784357, 18.52218684781503, 42.35658416769319]",7.336337e-05,0.053295162050464036,0.1445318,-150.10994,180.86081,-52.55882,43.962723,-2.9610667,22.899778,-10.594396,10.955196,11.618808,7.9985523,0.14355397,-2.908199,2.1514904
