File,Species,Chroma_Mean,Spectral_Centroid,Spectral_Bandwidth,Spectral_Contrast,Spectral_Flatness,Zero_Crossing_Rate,RMS_Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
King_Penguin_15_segment.wav,penguin,0.5221732,1856.2873636305635,1429.238583651152,"[9.008590754597813, 7.897374224314357, 9.771498805108305, 13.552014258990797, 17.587859396397523, 21.17719018212922, 30.831868843700484]",0.00014619359,0.06599232630076142,0.025222188,-336.94067,216.38036,-82.31309,-13.442493,20.217749,-4.6092434,11.307769,10.042575,-2.5039375,-2.7397826,0.29422432,0.5056266,3.5874188
King_Penguin_16_segment.wav,penguin,0.6271309,1629.7726711195826,2464.995176212092,"[11.205683521940824, 11.686419712388368, 15.02383532206066, 17.402863349522363, 17.920494055378395, 18.790838772181175, 34.13053253496284]",4.5097022e-05,0.026530121435234543,0.05596715,-347.27682,135.12604,-29.718729,21.597683,26.908052,27.357044,23.128078,28.380297,15.480902,12.561592,11.963698,9.302393,7.084273
King_Penguin_17_segment.wav,penguin,0.5160402,2041.7400074617483,2430.326127412751,"[9.654743831644296, 9.02355530420248, 14.459931159979034, 16.356223072946307, 18.67400395407613, 17.484585439610825, 29.915776084469424]",0.00077661854,0.04589625767299107,0.010115675,-455.9917,162.60533,-44.916164,22.740591,5.3693843,13.452765,14.304362,8.680957,8.17315,-2.7700143,0.24573,-4.425034,-2.7608764
King_Penguin_18_segment.wav,penguin,0.4304478,2283.5081794533908,1869.1662426093935,"[12.244826399389186, 9.697725564090167, 11.74054097693373, 15.246377171285678, 17.996579008218955, 19.94167528999778, 30.085300401476136]",0.00040627093,0.08094366299303944,0.017274762,-408.26923,145.06699,-81.50276,-31.918789,-20.10566,-24.74187,-1.8443474,-11.340563,-20.796574,-16.717024,-7.822102,-3.481602,-3.3496225
King_Penguin_19_segment.wav,penguin,0.32631084,2134.3641251218296,2430.3896029853945,"[22.587908485176182, 10.856637908812544, 15.921958389187163, 17.405838680146353, 15.621167449424773, 16.147933139155505, 40.12595303409799]",0.00015840413,0.0403302186049884,0.117134236,-191.45265,150.89679,-75.11104,-7.776809,-47.891296,-20.92777,-35.96592,-17.988886,-32.67594,-18.050415,-31.207478,-22.896711,-25.904438
King_Penguin_1_segment.wav,penguin,0.3456496,2062.8461357653814,1563.586566652102,"[15.70350429251999, 9.512035511444623, 13.84215214286071, 17.626545223280903, 16.442051244960727, 20.416309396133897, 33.49407039722124]",9.5560215e-05,0.07442890353103249,0.0473017,-291.0031,170.77306,-103.30758,-26.189451,-8.879293,-25.202906,-17.085869,-16.767923,-7.3353653,-8.938233,-17.31145,-18.213099,-8.794237
King_Penguin_20_segment.wav,penguin,0.41297746,2223.0464944838777,2155.3561460796186,"[9.910188754105965, 8.234273784288172, 13.352112240594284, 15.705010450590898, 14.142247662540937, 18.920440453812706, 38.90967769584844]",0.00019935961,0.07124601218097448,0.07359028,-185.46399,180.9003,-82.64026,12.939425,-13.032692,1.1506146,-16.653288,13.2655115,0.28181243,5.7850084,-9.257789,-5.1207495,-4.525682
King_Penguin_2_segment.wav,penguin,0.33704057,2843.6588552907815,2302.517053319055,"[9.661943718421226, 8.013464492589897, 13.91553166656049, 17.6269970675089, 18.613030846664234, 19.15156843662455, 32.89619414588693]",0.00047458807,0.08698589918710022,0.010361618,-421.54694,134.83055,-102.937935,3.2101338,-9.788271,5.0449595,-5.0085483,-1.2715979,5.799049,-2.3924062,0.4241328,-10.668518,-1.8665552
King_Penguin_3_segment.wav,penguin,0.4949642,1714.864427516172,2218.842480305843,"[14.658564747721247, 9.776636398133403, 12.736680147612386, 12.660909626528271, 15.435074687025981, 18.99181882312939, 26.224157180740587]",0.00030188958,0.04300556935179815,0.009910986,-415.30695,199.85542,-54.52382,0.8518517,-10.0762205,1.359229,-23.441528,4.0107565,-35.266235,-11.641579,-23.923416,-8.24826,-10.857671
King_Penguin_4_segment.wav,penguin,0.46005443,1850.573246074811,1552.4945878565072,"[13.397610751976275, 11.651568362247819, 12.438056528144925, 15.84606969822968, 17.21478684643654, 21.733115174840034, 24.821344701838413]",0.00016832755,0.06383965795388631,0.01706623,-450.36578,134.3686,-64.38698,-44.854652,-1.6604311,-17.343452,-17.138416,-13.0258045,-21.587002,-22.284586,-16.446804,-11.150335,-7.5609083
King_Penguin_5_segment.wav,penguin,0.4869201,1951.498743985987,1461.5198549296888,"[12.399281842852066, 12.267007570013847, 10.805354578328366, 15.91218071320419, 18.002454688695323, 20.978568340152943, 26.581671478502344]",0.000119104814,0.0716249682787123,0.02077397,-408.66916,134.65405,-71.74943,-48.13911,0.34275886,-15.797026,-11.521913,-12.83446,-26.07566,-18.529917,-14.338781,-15.399511,-5.5908
King_Penguin_6_segment.wav,penguin,0.45167089,1288.8126101660766,1791.6210833858768,"[25.088621107598204, 9.72154325029315, 12.88847649603782, 15.553634912453283, 16.513182947939686, 17.126743615837025, 34.32168836604921]",5.2744777e-05,0.031129345816415313,0.09221401,-246.58675,202.74713,-42.532326,-7.2572904,-30.347643,-24.042221,-25.74284,-15.072035,-31.235785,-21.913277,-27.475838,-25.650515,-23.966301
King_Penguin_7_segment.wav,penguin,0.47893885,2448.6420108249554,2800.2534969822873,"[18.715277074666666, 9.2443218257554, 13.139150705112455, 14.454208171479006, 14.38885467538048, 16.942226082095452, 36.51052343867011]",0.00065248366,0.054336642862702365,0.12580459,-239.37749,138.47658,-51.90183,-7.6771383,-18.47331,-6.525236,-24.541388,-7.6952796,-21.295815,-14.09277,-19.81701,-12.543163,-13.604258
King_Penguin_8_segment.wav,penguin,0.4576595,2335.6843655896614,2520.6839591887133,"[9.918995131799061, 8.806051344483821, 17.070448834741242, 19.300245111104577, 19.030624633877554, 19.985885261978645, 35.22643858074403]",0.00041068575,0.0613625784900701,0.05022729,-321.34668,139.48141,-57.023945,9.019031,-4.7444673,11.249484,6.9333043,15.993403,-4.643866,-7.8395233,-4.2247334,-6.743066,-3.0759623
King_Penguin_9_segment.wav,penguin,0.34851635,2793.19344891814,2614.23752338212,"[9.092446854351737, 8.025556141617605, 14.16299267598379, 16.00502721805842, 20.594584007773626, 19.82644341647643, 38.29270426700702]",0.00025354978,0.07849303288246269,0.039532676,-301.01318,144.47748,-55.82057,46.523357,13.648902,9.881655,-12.992202,-6.17157,-2.9144201,5.206515,-5.9057827,-9.933613,-5.143893
Red-tailed_Hawk_10_segment.wav,Red-tailed Hawk,0.48272333,4485.606880961765,2883.025746700879,"[23.333069515063016, 7.641828839851062, 11.423878359598385, 27.735509201894956, 15.784567788683995, 17.410630858289757, 31.294526132299332]",0.00579953,0.16316750652552203,0.0049001114,-558.2779,-13.293431,-131.32579,-0.96748185,6.6350193,25.088545,21.007586,-2.51959,-5.6245055,-8.980356,0.51393867,-0.6883082,1.1991138
Red-tailed_Hawk_11_segment.wav,Red-tailed Hawk,0.57536477,6916.532371002361,4200.74186124919,"[17.137422343219743, 11.620776868498357, 10.416176252304517, 13.02407390061349, 15.402269169634453, 14.829696305757043, 32.87866263930443]",0.022124864,0.2970270022654584,0.0038191292,-540.30334,38.53803,-68.042854,13.128517,-48.216843,14.090635,-40.541145,1.3719592,-24.236769,-9.301384,-19.096037,-15.963947,-2.4210012
Red-tailed_Hawk_12_segment.wav,Red-tailed Hawk,0.44647738,4501.694094722553,3642.8286272894456,"[11.486590448009668, 8.45717466973628, 10.95579691869289, 16.413898492663506, 18.040027387969918, 17.66135333824393, 30.89355559497936]",0.008321336,0.13611074329096046,0.011517476,-498.22452,62.130844,-36.963306,-0.6471619,7.198539,-5.8838663,1.3969179,8.734387,11.825794,15.031838,3.810322,-5.740433,4.3589067
Red-tailed_Hawk_13_segment.wav,Red-tailed Hawk,0.4137164,6310.557355974987,4323.065329447841,"[22.821118803936603, 7.661322084687721, 21.39738516167502, 13.862210345592004, 20.131454564349628, 17.604999495181186, 29.187542351627783]",0.027920628,0.23378308614095053,0.012746926,-542.5577,16.01583,-35.634113,-24.425186,-0.062002342,4.6165786,-0.8583178,1.8548349,5.782379,7.345515,0.45500413,-5.0385585,-2.4577608
Red-tailed_Hawk_14_segment.wav,Red-tailed Hawk,0.5148043,3484.828993939296,2830.4136370634924,"[15.16663669879946, 11.31905079091278, 10.976221480264433, 12.902657507766593, 15.887021960981341, 15.7306550225208, 26.87821542567237]",0.0050721294,0.11387676572494669,0.0036271785,-547.8311,60.734,-51.6445,-12.589335,11.476779,-11.541658,-8.921445,-7.1333747,-9.607369,-5.749723,-9.665348,-9.339715,-6.14453
Red-tailed_Hawk_15_segment.wav,Red-tailed Hawk,0.5717966,3907.9595063988336,5218.573992662329,"[10.430269582365383, 8.943799979798907, 10.035810722703102, 12.712584259692095, 18.417809797395396, 17.54469561611119, 16.530656543018555]",0.010864599,0.059153367049748114,0.00022631996,-801.2946,121.87631,-13.72503,12.397041,21.438204,1.3323193,10.240868,9.815601,9.543631,13.650066,-0.6963976,-0.3714183,7.6352515
Red-tailed_Hawk_16_segment.wav,Red-tailed Hawk,0.50602025,5584.652597069529,4399.41560837132,"[14.435481759101032, 9.081485180137765, 12.606819898774027, 13.373104247575268, 15.437567727495308, 17.56057505227159, 30.109016541566856]",0.02712641,0.1693080555308949,0.0110146105,-530.82776,39.77759,-3.6131697,36.194935,11.390357,4.108573,-9.216712,4.3460927,-6.260629,-4.942133,-2.6004014,-2.6533227,2.9827604
Red-tailed_Hawk_17_segment.wav,Red-tailed Hawk,0.51647043,5935.810018626046,3899.164826758609,"[11.32999103340762, 8.516262485846402, 10.746212392528415, 14.579711619476424, 16.36705745656071, 18.0171700053553, 31.819020808214198]",0.030668313,0.25267308494054525,0.0086420635,-505.7078,40.552513,-36.507748,21.253807,-1.3795582,16.672132,-19.000425,8.134432,-2.8193173,-1.5101554,-7.249581,-3.848984,5.7588906
Red-tailed_Hawk_18_segment.wav,Red-tailed Hawk,0.34553692,3316.5291615971214,3257.4358796437286,"[9.20463209463493, 9.920807278832639, 11.136983556823738, 16.26599227733468, 18.996281498122986, 19.769111184879073, 26.363007267778517]",0.0031848599,0.09148714435634328,0.008006735,-520.3545,44.77329,-32.271076,-21.42164,-7.005072,-4.1837854,6.389768,11.102531,2.7789705,-12.663662,-15.829568,-5.579543,1.560484
Red-tailed_Hawk_19_segment.wav,Red-tailed Hawk,0.53416616,7044.809220284496,5323.661215574133,"[9.635489464628026, 9.358521633119697, 10.86339174007822, 13.240103501425807, 16.734614778219775, 16.879466769135032, 29.18939702165012]",0.056323774,0.2816652172673358,0.007280735,-543.8887,33.60231,-6.310784,-4.1684957,-2.7025988,-6.3238173,-3.8666887,0.53529525,-0.6179265,3.0800056,-3.3359506,0.40986443,0.3207667
Red-tailed_Hawk_1_segment.wav,Red-tailed Hawk,0.6083104,4489.978233477463,4623.124686780136,"[10.551276851688025, 9.118277815800123, 10.227899668660042, 12.286732809035376, 14.326417773363088, 15.455603892163861, 33.62412733889481]",0.006456436,0.11810118637616009,0.0065022465,-409.23077,116.137184,-34.80387,24.106539,-20.389006,44.019474,-29.890825,28.97964,-16.852789,24.122356,-11.596437,10.212237,-6.3607154
Red-tailed_Hawk_20_segment.wav,Red-tailed Hawk,0.38402092,6272.506824182243,4509.314077905159,"[8.538323202124605, 8.393247831048608, 10.669954809890774, 12.77441870223494, 17.290325100338574, 19.688929657759665, 31.43264292572058]",0.020003341,0.23694758628731344,0.008293937,-527.25214,32.719406,-21.96451,4.229998,5.4659452,-5.1561356,-14.378169,4.5764084,-2.541808,-1.3660915,-0.13125923,2.7435179,-5.6912885
Red-tailed_Hawk_2_segment.wav,Red-tailed Hawk,0.56183845,1734.7342560939487,3205.1506015133214,"[18.09079588956718, 8.130799840488589, 10.117239168655267, 17.087725089073306, 19.634207329963992, 14.896221746022471, 35.13220048261447]",4.3700293e-05,0.01544801106076759,0.06766619,-347.19162,119.47138,-1.5762383,6.129173,-8.766805,30.946495,22.37705,26.43688,5.285943,0.2917515,5.4857335,15.666436,19.504278
Red-tailed_Hawk_3_segment.wav,Red-tailed Hawk,0.319936,5284.843781588137,2886.319957255452,"[9.772175303282161, 7.898500824177743, 10.606952385432358, 16.190541663871553, 19.536906945713767, 22.771641966262976, 33.39942062386256]",0.022947704,0.20972019558439675,0.020228388,-546.28143,-24.004871,-103.107315,38.041878,22.251623,-3.1413052,4.240349,7.4005094,3.7621012,-9.085165,-4.680237,14.929979,4.634102
Red-tailed_Hawk_4_segment.wav,Red-tailed Hawk,0.6465239,9301.267382918693,3670.165805972238,"[21.65760453520458, 10.716923386423932, 12.425136335941835, 13.348149695821345, 14.972347909057135, 15.267687488386095, 38.18149935892608]",0.024072157,0.4269845904390421,0.0073189647,-528.9143,-100.51742,-58.478474,39.48451,-31.875515,25.258554,-20.207853,17.55165,-12.528481,14.647817,-10.857704,11.009326,-8.772148
Red-tailed_Hawk_5_segment.wav,Red-tailed Hawk,0.5517927,8413.874428897489,5052.238646380904,"[8.7569595806647, 8.335426054495173, 10.13262217534336, 13.994379821697091, 17.89459385452651, 16.199287051043257, 34.67925259519988]",0.029785538,0.39610645155916846,0.011420835,-507.2777,18.617752,-18.358238,1.3014398,-8.648956,6.359398,-14.121525,14.641489,-7.351523,7.9705863,-10.692239,2.168744,-1.6707933
Red-tailed_Hawk_6_segment.wav,Red-tailed Hawk,0.39564326,3617.790008536955,3280.7891306778765,"[17.077929499110617, 10.365320927788977, 12.418033254429881, 14.668788952343549, 17.2028133551649, 22.36947695815158, 30.19296088248866]",0.0042881113,0.11352257144919169,0.005704917,-475.7652,92.66064,-57.750435,9.811146,-9.112367,-17.24731,-29.496058,-9.648387,-27.867147,-15.911807,-17.907515,-14.1186695,-16.767155
Red-tailed_Hawk_7_segment.wav,Red-tailed Hawk,0.4881836,3779.9089291458267,3033.101024573807,"[12.385488971303507, 7.961869545509295, 11.036808763739337, 16.482367703905577, 16.038845748884444, 17.153252249967306, 29.973840959840896]",0.008914628,0.13432605858468677,0.012124248,-467.6759,57.46916,-52.82385,3.1673388,18.736687,2.0176058,6.9213433,5.9418383,-1.8583132,-8.625758,-12.424297,-6.345428,6.189953
Red-tailed_Hawk_8_segment.wav,Red-tailed Hawk,0.39648238,3606.4146963551316,2822.7450537104555,"[15.716334524836789, 7.927968058269977, 10.745919951682714, 13.022975595708479, 16.848220206337864, 23.03179771238727, 30.977593183851365]",0.001599778,0.13516072677905117,0.015799772,-415.02008,107.14182,-60.78092,3.1569877,17.704042,-19.429262,3.3007667,15.304313,-7.894394,3.3864303,4.1842875,-2.2452478,1.5898308
Red-tailed_Hawk_9_segment.wav,Red-tailed Hawk,0.58789295,5025.861354008465,3701.8711315794058,"[22.828681547322553, 13.316532926308405, 14.060860264560597, 13.232580922688681, 15.477289025797042, 15.165234174169825, 30.945074918848288]",0.010229229,0.16141339202425373,0.0044417414,-517.9016,16.253819,-103.04563,-24.55308,-19.392061,-1.1327868,-2.5477645,7.25176,1.6818007,6.6849065,3.2682903,1.2367474,3.7625132
